city,state_id,state_name
Manchester,TN,Tennessee
Waconia,MN,Minnesota
Stony Brook,NY,New York
St. Peter,MN,Minnesota
Kelso,WA,Washington
Elkhorn,WI,Wisconsin
Gatesville,TX,Texas
Goldenrod,FL,Florida
Virginia,MN,Minnesota
Chino Valley,AZ,Arizona
Lakeside,VA,Virginia
Newington Forest,VA,Virginia
Blue Ash,OH,Ohio
Lewisburg,TN,Tennessee
Wilmington,OH,Ohio
Harrison,WI,Wisconsin
Holly Hill,FL,Florida
Lansdowne,VA,Virginia
Minnehaha,WA,Washington
New Baltimore,MI,Michigan
Gulfport,FL,Florida
Forestville,MD,Maryland
Derby,CT,Connecticut
Kewanee,IL,Illinois
Orange City,FL,Florida
Lakeland Highlands,FL,Florida
Bastrop,LA,Louisiana
Gladstone,OR,Oregon
Patchogue,NY,New York
Winnetka,IL,Illinois
Markham,IL,Illinois
Marion,AR,Arkansas
Oak Hills,OR,Oregon
Leon Valley,TX,Texas
Joppatowne,MD,Maryland
West Plains,MO,Missouri
Delhi,CA,California
Winchester,TN,Tennessee
Newcastle,WA,Washington
New Kensington,PA,Pennsylvania
Beatrice,NE,Nebraska
Poquoson,VA,Virginia
Clayton,CA,California
St. Marys,PA,Pennsylvania
Ottawa,KS,Kansas
Larkspur,CA,California
Cottonwood,AZ,Arizona
Mays Chapel,MD,Maryland
Shady Hills,FL,Florida
Lincolnwood,IL,Illinois
Arkansas City,KS,Kansas
Elon,NC,North Carolina
Palmer,MA,Massachusetts
West Monroe,LA,Louisiana
Parker,SC,South Carolina
Batesville,AR,Arkansas
Amherst,OH,Ohio
Grenada,MS,Mississippi
Ishpeming,MI,Michigan
Jesup,GA,Georgia
Ringwood,NJ,New Jersey
Overlea,MD,Maryland
Speedway,IN,Indiana
Enumclaw,WA,Washington
Neosho,MO,Missouri
Wells Branch,TX,Texas
Lincoln City,OR,Oregon
North Merrick,NY,New York
Northlake,IL,Illinois
Eatontown,NJ,New Jersey
Newport,OR,Oregon
Home Gardens,CA,California
Freeport,TX,Texas
Webb City,MO,Missouri
Salisbury,NY,New York
Woodward,OK,Oklahoma
Melissa,TX,Texas
Brock Hall,MD,Maryland
James Island,SC,South Carolina
Kingsburg,CA,California
Platteville,WI,Wisconsin
Eureka,MO,Missouri
Lovington,NM,New Mexico
Emeryville,CA,California
Little Chute,WI,Wisconsin
Bainbridge,GA,Georgia
Sedro-Woolley,WA,Washington
Minden,LA,Louisiana
Grantsville,UT,Utah
Somerville,NJ,New Jersey
Middle Valley,TN,Tennessee
Union Park,FL,Florida
South Charleston,WV,West Virginia
Fairfax Station,VA,Virginia
Leeds,AL,Alabama
Holiday City-Berkeley,NJ,New Jersey
East Bethel,MN,Minnesota
Festus,MO,Missouri
Riverview,MI,Michigan
Smithfield,UT,Utah
Weatherford,OK,Oklahoma
Miller Place,NY,New York
Spring Lake,NC,North Carolina
Folkston,GA,Georgia
Macedonia,OH,Ohio
Carnot-Moon,PA,Pennsylvania
Jerome,ID,Idaho
Prairie Ridge,WA,Washington
Hasbrouck Heights,NJ,New Jersey
Union,MO,Missouri
Hamilton Square,NJ,New Jersey
Moncks Corner,SC,South Carolina
Goulds,FL,Florida
Newton,NJ,New Jersey
Maltby,WA,Washington
Garden City,ID,Idaho
Somersworth,NH,New Hampshire
Norton,OH,Ohio
Red Bank,NJ,New Jersey
Ellwood City,PA,Pennsylvania
Glenwood Springs,CO,Colorado
Greensburg,IN,Indiana
Tucson Estates,AZ,Arizona
Macclenny,FL,Florida
Echelon,NJ,New Jersey
East Grand Rapids,MI,Michigan
Newberry,SC,South Carolina
Lansing,KS,Kansas
Brookhaven,MS,Mississippi
Winfield,KS,Kansas
Norwalk,IA,Iowa
Camp Pendleton South,CA,California
Hudson,FL,Florida
Robinson,TX,Texas
Newport East,RI,Rhode Island
Portales,NM,New Mexico
Port Washington,WI,Wisconsin
South Miami,FL,Florida
Waimea,HI,Hawaii
Green River,WY,Wyoming
Tremonton,UT,Utah
Cottage Grove,OR,Oregon
Valley Falls,RI,Rhode Island
Berkley,CO,Colorado
Robertsville,NJ,New Jersey
Delavan,WI,Wisconsin
Vineyard,UT,Utah
Richfield,WI,Wisconsin
Port Lavaca,TX,Texas
Otsego,MI,Michigan
Malvern,AR,Arkansas
Cadillac,MI,Michigan
Lake Station,IN,Indiana
Healdsburg,CA,California
Clawson,MI,Michigan
Sandy,OR,Oregon
East Renton Highlands,WA,Washington
Red Bank,TN,Tennessee
Brown Deer,WI,Wisconsin
Crestwood,MO,Missouri
Grants,NM,New Mexico
Malibu,CA,California
Smyrna,DE,Delaware
Bucyrus,OH,Ohio
Valencia West,AZ,Arizona
Viera East,FL,Florida
Newman,CA,California
Tomball,TX,Texas
Naranja,FL,Florida
Florida City,FL,Florida
Wanaque,NJ,New Jersey
Scotts Valley,CA,California
View Park-Windsor Hills,CA,California
Robstown,TX,Texas
Georgetown,SC,South Carolina
Lake Los Angeles,CA,California
Arlington,TN,Tennessee
Somerset,PA,Pennsylvania
Excelsior Springs,MO,Missouri
Diamond Springs,CA,California
Kalaoa,HI,Hawaii
North Wantagh,NY,New York
Cordele,GA,Georgia
Mendota,CA,California
Grafton,WI,Wisconsin
Eufaula,AL,Alabama
Glen Rock,NJ,New Jersey
Cocoa Beach,FL,Florida
Clute,TX,Texas
Tamalpais-Homestead Valley,CA,California
Port St. John,FL,Florida
Endwell,NY,New York
Plano,IL,Illinois
Madison Heights,VA,Virginia
Bothell East,WA,Washington
Guthrie,OK,Oklahoma
Dranesville,VA,Virginia
El Campo,TX,Texas
Accokeek,MD,Maryland
Evanston,WY,Wyoming
Pontiac,IL,Illinois
Franklin,OH,Ohio
Gold Canyon,AZ,Arizona
Cedarburg,WI,Wisconsin
Claiborne,LA,Louisiana
Beachwood,OH,Ohio
Seven Hills,OH,Ohio
Upper Montclair,NJ,New Jersey
Martinsville,NJ,New Jersey
Elk City,OK,Oklahoma
Scottdale,GA,Georgia
Silver City,NM,New Mexico
Wakefield,VA,Virginia
Alum Rock,CA,California
Mitchellville,MD,Maryland
Spirit Lake,IA,Iowa
Woodland Park,CO,Colorado
Bridgeton,MO,Missouri
Mexico,MO,Missouri
Archdale,NC,North Carolina
Westwood Lakes,FL,Florida
Bogalusa,LA,Louisiana
Newport,TN,Tennessee
Elwood,NY,New York
Yeadon,PA,Pennsylvania
Florham Park,NJ,New Jersey
Wallington,NJ,New Jersey
Trinity,FL,Florida
Mack,OH,Ohio
Roma,TX,Texas
Mountain Top,PA,Pennsylvania
Port Salerno,FL,Florida
Magalia,CA,California
Waipio,HI,Hawaii
Magnolia,AR,Arkansas
Emmaus,PA,Pennsylvania
Jackson,OH,Ohio
Nanakuli,HI,Hawaii
Webster,TX,Texas
Elizabethtown,PA,Pennsylvania
Show Low,AZ,Arizona
Maili,HI,Hawaii
River Edge,NJ,New Jersey
Woods Cross,UT,Utah
Byram,MS,Mississippi
North Bellport,NY,New York
Fort Bliss,TX,Texas
Highland,IL,Illinois
Lyndon,KY,Kentucky
Signal Hill,CA,California
Hailey,ID,Idaho
Scottsburg,IN,Indiana
Urbana,OH,Ohio
Schiller Park,IL,Illinois
Fenton,MI,Michigan
Bayou Blue,LA,Louisiana
Los Alamitos,CA,California
Destrehan,LA,Louisiana
Minooka,IL,Illinois
Gardere,LA,Louisiana
Cascades,VA,Virginia
Hillsborough,CA,California
Gardnerville Ranchos,NV,Nevada
Collegedale,TN,Tennessee
Summerfield,NC,North Carolina
Snyder,TX,Texas
Tarrytown,NY,New York
Viera West,FL,Florida
Wyandanch,NY,New York
Fairfield,IA,Iowa
Mount Sterling,KY,Kentucky
Ravenna,OH,Ohio
Bellmawr,NJ,New Jersey
Angola,IN,Indiana
Coshocton,OH,Ohio
Mendota Heights,MN,Minnesota
Haysville,KS,Kansas
Tega Cay,SC,South Carolina
Dent,OH,Ohio
Haddonfield,NJ,New Jersey
Beachwood,NJ,New Jersey
Bradford,PA,Pennsylvania
North Vernon,IN,Indiana
Travilah,MD,Maryland
Kaneohe Station,HI,Hawaii
Winton,CA,California
Celina,OH,Ohio
Hartsville,TN,Tennessee
Canyon Lake,CA,California
Burkburnett,TX,Texas
Lighthouse Point,FL,Florida
Eunice,LA,Louisiana
Greentree,NJ,New Jersey
Westview,FL,Florida
DuBois,PA,Pennsylvania
Lamesa,TX,Texas
North Logan,UT,Utah
Berlin,NH,New Hampshire
Waupun,WI,Wisconsin
Big Lake,MN,Minnesota
Hillsdale,MI,Michigan
Broomall,PA,Pennsylvania
Gloucester City,NJ,New Jersey
Grand Rapids,MN,Minnesota
Hawaiian Paradise Park,HI,Hawaii
Arizona City,AZ,Arizona
Seymour,TN,Tennessee
Hormigueros,PR,Puerto Rico
Camp Verde,AZ,Arizona
Weddington,NC,North Carolina
Ridgefield,NJ,New Jersey
Poulsbo,WA,Washington
Stayton,OR,Oregon
Springdale,OH,Ohio
Brookings,OR,Oregon
Damascus,OR,Oregon
Niles,MI,Michigan
Fuller Heights,FL,Florida
Mango,FL,Florida
Piedmont,CA,California
Fitzgerald,GA,Georgia
Huntingdon,PA,Pennsylvania
Selma,TX,Texas
Satellite Beach,FL,Florida
Rossmoor,CA,California
Mayfield,KY,Kentucky
Guttenberg,NJ,New Jersey
Lanham,MD,Maryland
Franklin Lakes,NJ,New Jersey
Gulf Gate Estates,FL,Florida
Summit,IL,Illinois
Yorktown,IN,Indiana
Town and Country,MO,Missouri
Fulton,NY,New York
Mount Sinai,NY,New York
Princess Anne,MD,Maryland
Jefferson Hills,PA,Pennsylvania
Lindon,UT,Utah
Maysville,KY,Kentucky
South Yarmouth,MA,Massachusetts
Campton Hills,IL,Illinois
Woodbury,NY,New York
Rifle,CO,Colorado
Bennettsville,SC,South Carolina
Walden,NY,New York
Grove City,PA,Pennsylvania
Lexington Park,MD,Maryland
Merriam,KS,Kansas
Westwood,NJ,New Jersey
Lower Burrell,PA,Pennsylvania
Valley Center,CA,California
Silverton,OR,Oregon
Wahpeton,ND,North Dakota
Bolivar,MO,Missouri
Storm Lake,IA,Iowa
Whitehall,MI,Michigan
Orange Cove,CA,California
Lake Grove,NY,New York
Moss Bluff,LA,Louisiana
Grosse Pointe Park,MI,Michigan
Four Corners,TX,Texas
Grand Haven,MI,Michigan
Two Rivers,WI,Wisconsin
Lawrenceburg,TN,Tennessee
Clinton,SC,South Carolina
Dobbs Ferry,NY,New York
Coamo,PR,Puerto Rico
Suffern,NY,New York
Shiloh,PA,Pennsylvania
Munhall,PA,Pennsylvania
Lake Morton-Berrydale,WA,Washington
Florence,OR,Oregon
Browns Mills,NJ,New Jersey
Guymon,OK,Oklahoma
Pike Creek Valley,DE,Delaware
Pompton Lakes,NJ,New Jersey
Millsboro,DE,Delaware
Kings Mountain,NC,North Carolina
Sussex,WI,Wisconsin
Pearsall,TX,Texas
Ocean City,NJ,New Jersey
Largo,MD,Maryland
West Point,UT,Utah
Gonzales,LA,Louisiana
Liberty Lake,WA,Washington
Spencer,IA,Iowa
Chalco,NE,Nebraska
Saddlebrooke,AZ,Arizona
Decatur,IN,Indiana
Heath,OH,Ohio
New Albany,OH,Ohio
Vermillion,SD,South Dakota
Manchester,VA,Virginia
Cusseta,GA,Georgia
Walker Mill,MD,Maryland
Elkins,WV,West Virginia
Halfway,MD,Maryland
Soquel,CA,California
Fort Meade,MD,Maryland
Montgomery,OH,Ohio
Lake Monticello,VA,Virginia
Lowes Island,VA,Virginia
Kearney,MO,Missouri
Bacliff,TX,Texas
Essex Junction,VT,Vermont
La Riviera,CA,California
Pleasant View,UT,Utah
Wasilla,AK,Alaska
Forest,VA,Virginia
Oak Grove,SC,South Carolina
River Forest,IL,Illinois
Cheval,FL,Florida
The Pinery,CO,Colorado
Panthersville,GA,Georgia
Smithville,MO,Missouri
Mount Kisco,NY,New York
Sierra Madre,CA,California
Totowa,NJ,New Jersey
San GermÃ¡n,PR,Puerto Rico
Highland Park,MI,Michigan
North Branch,MN,Minnesota
Winnemucca,NV,Nevada
Castle Pines,CO,Colorado
Burr Ridge,IL,Illinois
Galena Park,TX,Texas
Myrtle Grove,NC,North Carolina
Ludington,MI,Michigan
Camden,AR,Arkansas
Bellmead,TX,Texas
Little Ferry,NJ,New Jersey
Aguadilla,PR,Puerto Rico
Muskegon Heights,MI,Michigan
Mapleton,UT,Utah
Fruitland Park,FL,Florida
Arkadelphia,AR,Arkansas
Rochelle,IL,Illinois
Gig Harbor,WA,Washington
Crestwood,IL,Illinois
Farmersville,CA,California
Darby,PA,Pennsylvania
Smithfield,VA,Virginia
Gateway,FL,Florida
Raceland,LA,Louisiana
Sweet Home,OR,Oregon
DeForest,WI,Wisconsin
Cleveland,TX,Texas
Avon Park,FL,Florida
Northbrook,OH,Ohio
Van Wert,OH,Ohio
Garden City,SC,South Carolina
Hornell,NY,New York
Pacific,MO,Missouri
Newcastle,OK,Oklahoma
Ketchikan,AK,Alaska
Alamosa,CO,Colorado
Lansdowne,PA,Pennsylvania
Toccoa,GA,Georgia
Brooklyn,OH,Ohio
Saks,AL,Alabama
Millington,TN,Tennessee
Georgetown,DE,Delaware
Ogdensburg,NY,New York
Wyomissing,PA,Pennsylvania
Petal,MS,Mississippi
Anderson,CA,California
North Lindenhurst,NY,New York
Monroe,WI,Wisconsin
Atchison,KS,Kansas
Highland City,FL,Florida
Kapaa,HI,Hawaii
Waterloo,IL,Illinois
Wyndham,VA,Virginia
Norton,VA,Virginia
Fairfield,AL,Alabama
Greencastle,IN,Indiana
Covington,LA,Louisiana
Three Rivers,MI,Michigan
Timonium,MD,Maryland
Lincoln Village,OH,Ohio
Morro Bay,CA,California
Lowell,IN,Indiana
Paris,TN,Tennessee
Ironton,OH,Ohio
Star,ID,Idaho
Fairview,CA,California
Pasadena Hills,FL,Florida
Richmond Heights,FL,Florida
Milton,FL,Florida
San Diego Country Estates,CA,California
Columbia,IL,Illinois
Roscoe,IL,Illinois
Jefferson,LA,Louisiana
Little Canada,MN,Minnesota
Rosaryville,MD,Maryland
Wapakoneta,OH,Ohio
Alpine,UT,Utah
Farmington,MI,Michigan
Doctor Phillips,FL,Florida
Exeter,CA,California
Martin,TN,Tennessee
Gifford,FL,Florida
Bernalillo,NM,New Mexico
Pine Castle,FL,Florida
Point Pleasant,WV,West Virginia
Cape Canaveral,FL,Florida
Sweetwater,TX,Texas
Fairview Shores,FL,Florida
Jacinto City,TX,Texas
Worth,IL,Illinois
Portage,WI,Wisconsin
Tanaina,AK,Alaska
Bedford Heights,OH,Ohio
Fox Lake,IL,Illinois
Oak Hills,CA,California
Linthicum,MD,Maryland
Fountain Inn,SC,South Carolina
New Baltimore,VA,Virginia
Wellington,CO,Colorado
Kendallville,IN,Indiana
Sumner,WA,Washington
Pine Hill,NJ,New Jersey
Forestville,OH,Ohio
Hudson,NY,New York
Shasta Lake,CA,California
Dayton,TN,Tennessee
Rodeo,CA,California
West Point,MS,Mississippi
Vidor,TX,Texas
New Port Richey East,FL,Florida
Bellefontaine Neighbors,MO,Missouri
Vermilion,OH,Ohio
Bonham,TX,Texas
Kennett,MO,Missouri
Troy,IL,Illinois
Fort Bragg,CA,California
Lyons,IL,Illinois
Miami Shores,FL,Florida
East Whittier,CA,California
Columbia,PA,Pennsylvania
Beverly Hills,MI,Michigan
Lexington,NE,Nebraska
Richmond Heights,OH,Ohio
Sedona,AZ,Arizona
Summerville,GA,Georgia
Union City,TN,Tennessee
Vernon,TX,Texas
South Huntington,NY,New York
Fort Madison,IA,Iowa
Nanticoke,PA,Pennsylvania
Hillsdale,NJ,New Jersey
Comstock Park,MI,Michigan
Fredonia,NY,New York
Helena-West Helena,AR,Arkansas
Park Forest Village,PA,Pennsylvania
Forest Acres,SC,South Carolina
Reading,OH,Ohio
Vashon,WA,Washington
Arden Hills,MN,Minnesota
Pine Ridge,FL,Florida
Medulla,FL,Florida
Independence,OR,Oregon
Doraville,GA,Georgia
Boulder Hill,IL,Illinois
Cypress Gardens,FL,Florida
Pebble Creek,FL,Florida
Melvindale,MI,Michigan
Sauk Village,IL,Illinois
Clearfield,PA,Pennsylvania
Pella,IA,Iowa
Lake Stickney,WA,Washington
Sparta,WI,Wisconsin
Box Elder,SD,South Dakota
Middle Island,NY,New York
Barrington,IL,Illinois
Great Neck,NY,New York
Fort Lupton,CO,Colorado
Victoria,MN,Minnesota
Gunbarrel,CO,Colorado
Bluffton,IN,Indiana
Waverly,IA,Iowa
West Haverstraw,NY,New York
Fife,WA,Washington
Bound Brook,NJ,New Jersey
Somers Point,NJ,New Jersey
Woodmere,LA,Louisiana
Gages Lake,IL,Illinois
Asbury Lake,FL,Florida
Pike Road,AL,Alabama
Havre,MT,Montana
Snohomish,WA,Washington
Citrus,CA,California
Waynesville,NC,North Carolina
Clarion,PA,Pennsylvania
Kutztown,PA,Pennsylvania
Danville,IN,Indiana
Vienna,WV,West Virginia
Manville,NJ,New Jersey
Bel Air,MD,Maryland
Warr Acres,OK,Oklahoma
Franklin,KY,Kentucky
Tipp City,OH,Ohio
Struthers,OH,Ohio
Lincoln Park,NJ,New Jersey
Waldwick,NJ,New Jersey
Shawano,WI,Wisconsin
Red Bank,SC,South Carolina
Progress,PA,Pennsylvania
Fairmount,NY,New York
Cedar Hills,UT,Utah
Hobart,WI,Wisconsin
Le Mars,IA,Iowa
Cresson,PA,Pennsylvania
Harrisonville,MO,Missouri
Clinton,TN,Tennessee
Brandon,SD,South Dakota
Nolensville,TN,Tennessee
Isabela,PR,Puerto Rico
Wood River,IL,Illinois
Friendly,MD,Maryland
Charter Oak,CA,California
Sleepy Hollow,NY,New York
Fair Oaks Ranch,TX,Texas
Holmen,WI,Wisconsin
Croydon,PA,Pennsylvania
Coweta,OK,Oklahoma
Fairmont,MN,Minnesota
Warrenton,VA,Virginia
Progress Village,FL,Florida
Pleasant Hill,IA,Iowa
Waggaman,LA,Louisiana
Capitola,CA,California
Laurens,SC,South Carolina
Midland,WA,Washington
Bull Mountain,OR,Oregon
Flat Rock,MI,Michigan
Quartz Hill,CA,California
Molalla,OR,Oregon
Scotchtown,NY,New York
Fort Oglethorpe,GA,Georgia
Del Aire,CA,California
Alcoa,TN,Tennessee
Country Club,CA,California
Lake Arbor,MD,Maryland
Garden Acres,CA,California
Orland,CA,California
Helotes,TX,Texas
Bee Ridge,FL,Florida
Key Largo,FL,Florida
Timberlane,LA,Louisiana
Westphalia,MD,Maryland
Wabash,IN,Indiana
Winterville,NC,North Carolina
Clay,AL,Alabama
Celebration,FL,Florida
St. Albans,WV,West Virginia
Mission,KS,Kansas
Berwick,PA,Pennsylvania
Watervliet,NY,New York
Alachua,FL,Florida
Kinnelon,NJ,New Jersey
Ventnor City,NJ,New Jersey
Rockcreek,OR,Oregon
Inwood,NY,New York
White City,OR,Oregon
Emmett,ID,Idaho
Sugar Grove,IL,Illinois
River Grove,IL,Illinois
Pingree Grove,IL,Illinois
Fort Irwin,CA,California
Northampton,PA,Pennsylvania
Ellisville,MO,Missouri
Madera Acres,CA,California
Gloucester Point,VA,Virginia
Marina del Rey,CA,California
Brandywine,MD,Maryland
Stonegate,CO,Colorado
Carroll,IA,Iowa
Port Townsend,WA,Washington
Coffeyville,KS,Kansas
West Perrine,FL,Florida
Chillicothe,MO,Missouri
Lake Barcroft,VA,Virginia
Burtonsville,MD,Maryland
Franklin,NH,New Hampshire
Robertsdale,AL,Alabama
East Rockaway,NY,New York
Baker City,OR,Oregon
New Hyde Park,NY,New York
Itasca,IL,Illinois
Brookdale,NJ,New Jersey
Jennings,LA,Louisiana
Woodbury,NJ,New Jersey
Mentone,CA,California
Little River,SC,South Carolina
Cody,WY,Wyoming
Vega Alta,PR,Puerto Rico
Mooresville,IN,Indiana
Conning Towers Nautilus Park,CT,Connecticut
Westgate,FL,Florida
George Mason,VA,Virginia
Fort Salonga,NY,New York
Russellville,AL,Alabama
North Bend,OR,Oregon
Clarksville,AR,Arkansas
Philipsburg,PA,Pennsylvania
Denham Springs,LA,Louisiana
Scaggsville,MD,Maryland
Corte Madera,CA,California
Jewett City,CT,Connecticut
Cuero,TX,Texas
Budd Lake,NJ,New Jersey
Columbia City,IN,Indiana
Blacklick Estates,OH,Ohio
East Aurora,NY,New York
Rio Vista,CA,California
Alexandria,KY,Kentucky
Eidson Road,TX,Texas
PÃ¡jaros,PR,Puerto Rico
West Athens,CA,California
Boaz,AL,Alabama
Chesapeake Ranch Estates,MD,Maryland
Countryside,VA,Virginia
St. Francis,WI,Wisconsin
Holualoa,HI,Hawaii
East Rutherford,NJ,New Jersey
Fort Valley,GA,Georgia
Commerce,TX,Texas
West Tawakoni,TX,Texas
Warrenton,MO,Missouri
Marysville,MI,Michigan
Marlton,NJ,New Jersey
Greenville,MI,Michigan
Rio del Mar,CA,California
Picture Rocks,AZ,Arizona
Cameron,MO,Missouri
Waterford,CA,California
Memphis,FL,Florida
Fort Stewart,GA,Georgia
Port Wentworth,GA,Georgia
Yorkshire,VA,Virginia
Aiea,HI,Hawaii
Hermantown,MN,Minnesota
Winfield,IL,Illinois
Oxford,NC,North Carolina
Cold Springs,NV,Nevada
Keansburg,NJ,New Jersey
Powdersville,SC,South Carolina
La Plata,MD,Maryland
Merrill,WI,Wisconsin
Bithlo,FL,Florida
Chevy Chase,MD,Maryland
Wilmore,KY,Kentucky
Maywood,NJ,New Jersey
Rainbow City,AL,Alabama
Howell,MI,Michigan
Pleasant Grove,AL,Alabama
Blackhawk,CA,California
Hope,AR,Arkansas
Roxboro,NC,North Carolina
Bishop,CA,California
Middletown,PA,Pennsylvania
Greenville,PA,Pennsylvania
St. Pete Beach,FL,Florida
Rice Lake,WI,Wisconsin
North Gates,NY,New York
Alderwood Manor,WA,Washington
Ecorse,MI,Michigan
Harleysville,PA,Pennsylvania
Fairview,OR,Oregon
The Village,OK,Oklahoma
Eagle Point,OR,Oregon
Craig,CO,Colorado
Willoughby Hills,OH,Ohio
Walterboro,SC,South Carolina
White Meadow Lake,NJ,New Jersey
Mount Vista,WA,Washington
Lowell,AR,Arkansas
Silsbee,TX,Texas
Harvard,IL,Illinois
Central City,KY,Kentucky
Tell City,IN,Indiana
Lambertville,MI,Michigan
Roxborough Park,CO,Colorado
Rye Brook,NY,New York
Reedsburg,WI,Wisconsin
Laurel,FL,Florida
Fair Oaks,GA,Georgia
DuPont,WA,Washington
Mound,MN,Minnesota
Jessup,MD,Maryland
Boiling Springs,SC,South Carolina
Wakefield-Peacedale,RI,Rhode Island
Erwin,TN,Tennessee
Rigby,ID,Idaho
Fort Stockton,TX,Texas
Airway Heights,WA,Washington
Parsons,KS,Kansas
Fayetteville,TN,Tennessee
Meadowbrook,AL,Alabama
Lititz,PA,Pennsylvania
Siler City,NC,North Carolina
Platte City,MO,Missouri
Lantana,TX,Texas
Woodfield,SC,South Carolina
Mount Airy,MD,Maryland
Carencro,LA,Louisiana
Winslow,AZ,Arizona
Ruidoso,NM,New Mexico
Hondo,TX,Texas
Miles City,MT,Montana
Brownsville,TN,Tennessee
Manistee,MI,Michigan
Rayne,LA,Louisiana
Augusta,KS,Kansas
New Richmond,WI,Wisconsin
Greenwood,AR,Arkansas
Monticello,AR,Arkansas
Bladensburg,MD,Maryland
St. Stephens,NC,North Carolina
Little Falls,MN,Minnesota
Bryan,OH,Ohio
Amityville,NY,New York
Tomah,WI,Wisconsin
Brunswick,MD,Maryland
Roanoke,TX,Texas
Francisville,KY,Kentucky
Hickam Housing,HI,Hawaii
Navasota,TX,Texas
Flowood,MS,Mississippi
Pryor Creek,OK,Oklahoma
Bardmoor,FL,Florida
Bloomfield,NM,New Mexico
Cairo,GA,Georgia
Dayton,NV,Nevada
Boonville,MO,Missouri
Louisville,OH,Ohio
Beverly Hills,FL,Florida
Brownfield,TX,Texas
Hackettstown,NJ,New Jersey
Stuarts Draft,VA,Virginia
Bay Minette,AL,Alabama
Golden Hills,CA,California
Edwards,CO,Colorado
Woodmoor,CO,Colorado
Saline,MI,Michigan
St. Augustine Shores,FL,Florida
Madras,OR,Oregon
Clinton,NC,North Carolina
Heath,TX,Texas
Claymont,DE,Delaware
Stansbury Park,UT,Utah
Rotonda,FL,Florida
Marlboro Village,MD,Maryland
Lenoir City,TN,Tennessee
Birch Bay,WA,Washington
Hartland,WI,Wisconsin
Waihee-Waiehu,HI,Hawaii
College Place,WA,Washington
Liberty,TX,Texas
Zimmerman,MN,Minnesota
Wesley Chapel,NC,North Carolina
Wood-Ridge,NJ,New Jersey
Detroit Lakes,MN,Minnesota
Fultondale,AL,Alabama
North College Hill,OH,Ohio
Cross Lanes,WV,West Virginia
Marathon,FL,Florida
Westwood,MI,Michigan
Brentwood,PA,Pennsylvania
Lexington,VA,Virginia
Bohemia,NY,New York
Hernando,FL,Florida
Cheat Lake,WV,West Virginia
Harahan,LA,Louisiana
Washington Terrace,UT,Utah
Sultan,WA,Washington
Muncy,PA,Pennsylvania
Madeira,OH,Ohio
Anthony,NM,New Mexico
Gridley,CA,California
Kendall Park,NJ,New Jersey
Girard,OH,Ohio
Hillview,KY,Kentucky
Burlington,WA,Washington
Steger,IL,Illinois
Sans Souci,SC,South Carolina
White Marsh,MD,Maryland
Spanish Fort,AL,Alabama
Lake Elmo,MN,Minnesota
Bethalto,IL,Illinois
Cloverdale,CA,California
Independent Hill,VA,Virginia
Good Hope,CA,California
Lynwood,IL,Illinois
Basalt,CO,Colorado
Ivins,UT,Utah
Wagoner,OK,Oklahoma
St. Marys,OH,Ohio
Elwood,IN,Indiana
Woodlyn,PA,Pennsylvania
South Amboy,NJ,New Jersey
Bloomingdale,TN,Tennessee
Sabana Grande,PR,Puerto Rico
Sullivan,MO,Missouri
Rensselaer,NY,New York
Audubon,PA,Pennsylvania
Calimesa,CA,California
Dunn Loring,VA,Virginia
Flossmoor,IL,Illinois
Beckett Ridge,OH,Ohio
Plymouth,MI,Michigan
Ridgefield,WA,Washington
Hooper,UT,Utah
Rathdrum,ID,Idaho
Thief River Falls,MN,Minnesota
Fairview,TN,Tennessee
Fairview,TX,Texas
Anaconda,MT,Montana
Murrells Inlet,SC,South Carolina
Union,SC,South Carolina
Woodburn,VA,Virginia
Monett,MO,Missouri
Grinnell,IA,Iowa
Jersey Shore,PA,Pennsylvania
Grosse Pointe Farms,MI,Michigan
Rapid Valley,SD,South Dakota
Linganore,MD,Maryland
Edgewater,MD,Maryland
Atmore,AL,Alabama
Economy,PA,Pennsylvania
Plymouth,WI,Wisconsin
Burton,SC,South Carolina
Berthoud,CO,Colorado
Whitestown,IN,Indiana
San Elizario,TX,Texas
Dillon,SC,South Carolina
Clinton,OK,Oklahoma
Tiburon,CA,California
Monmouth,IL,Illinois
Highland Park,TX,Texas
Sugarmill Woods,FL,Florida
Golden Valley,AZ,Arizona
Northwest Harborcreek,PA,Pennsylvania
Jeannette,PA,Pennsylvania
Marlton,MD,Maryland
Sutherlin,OR,Oregon
Picnic Point,WA,Washington
Seaside,OR,Oregon
Livingston,MT,Montana
Fort Polk South,LA,Louisiana
Micco,FL,Florida
Chanute,KS,Kansas
Beecher,MI,Michigan
Leisure World,MD,Maryland
Indianola,MS,Mississippi
North Kensington,MD,Maryland
Leonia,NJ,New Jersey
Brewer,ME,Maine
La Grange,KY,Kentucky
Corozal,PR,Puerto Rico
McFarland,WI,Wisconsin
Silver Springs Shores,FL,Florida
Shelby,OH,Ohio
Pineville,NC,North Carolina
Woodway,TX,Texas
Oakbrook,KY,Kentucky
Valley Cottage,NY,New York
Lindstrom,MN,Minnesota
Shiprock,NM,New Mexico
St. Anthony,MN,Minnesota
Presque Isle,ME,Maine
Farmingdale,NY,New York
Manteno,IL,Illinois
Lake Mohawk,NJ,New Jersey
Dexter,MO,Missouri
Delta,CO,Colorado
Mechanicsburg,PA,Pennsylvania
Albion,MI,Michigan
