Description,Category,Sub_Category
Love's Central Point OR,Auto,Gas
Luke Oil Fitchburg WI,Auto,Gas
Lukoil St. Francis MN,Auto,Gas
Mapco Express Monmouth Beach NJ,Auto,Gas
Marathon Oil Elaine AR,Auto,Gas
Maverik Geneva PA,Auto,Gas
McCoy Oil Atlantic Highlands NJ,Auto,Gas
Meijer Lattingtown NY,Auto,Gas
Minit Mart Cleveland GA,Auto,Gas
Mirabito Patrick Springs VA,Auto,Gas
Mobil Tontogany OH,Auto,Gas
Murphy USA Toppenish WA,Auto,Gas
OXXO Gas Sheffield IL,Auto,Gas
Pemex Surfside FL,Auto,Gas
Petro Canada Halfway House PA,Auto,Gas
Phillips 66 Prairie Farm WI,Auto,Gas
Pilot El Rancho NM,Auto,Gas
QuickChek Viola WI,Auto,Gas
QuikTrip Dent OH,Auto,Gas
RaceTrac/Raceway Luther IA,Auto,Gas
Redner's Lovelady TX,Auto,Gas
Road Ranger Douds IA,Auto,Gas
Rotten Robbie Kearney Park MS,Auto,Gas
Royal Farms Fountain CO,Auto,Gas
Rutter's Farm Stores Painter VA,Auto,Gas
7-Eleven brand gasoline Liverpool TX,Auto,Gas
Sam's Club Harrogate TN,Auto,Gas
Safeway Sandy Hook KY,Auto,Gas
Servco Karluk AK,Auto,Gas
Sheetz Galt IA,Auto,Gas
Shell Rodessa LA,Auto,Gas
Sinclair Philadelphia MS,Auto,Gas
Speedway Menifee AR,Auto,Gas
Speedy Q West Union SC,Auto,Gas
Spinx New Ulm MN,Auto,Gas
Stewart's Shops Plumwood OH,Auto,Gas
Sunoco Centralia KS,Auto,Gas
Tesoro Carp Lake MI,Auto,Gas
Terrible Herbst Columbus IN,Auto,Gas
Texaco Helena Valley West Central MT,Auto,Gas
Texas Born Watseka IL,Auto,Gas
Thorntons Inc. Cypress CA,Auto,Gas
Total Greenville NY,Auto,Gas
Travelcenters of America Clarcona FL,Auto,Gas
Travelers Oil Dorchester NE,Auto,Gas
Valero Ravena NY,Auto,Gas
Walmart brand gasoline Creal Springs IL,Auto,Gas
Wawa Schuyler NE,Auto,Gas
Weigel’s Oak Point TX,Auto,Gas
Tesla Supercharger Network Sheridan MI,Auto,Gas
ChargePoint Epes AL,Auto,Gas
EVgo South Kensington MD,Auto,Gas
Electrify America Lamar MO,Auto,Gas
Blink Charging Haskell OK,Auto,Gas
Greenlots Stillwater OK,Auto,Gas
SemaConnect Sarasota Springs FL,Auto,Gas
Volta Charging Forest View IL,Auto,Gas
FLO Los Ranchos CA,Auto,Gas
ABB Electrification Capitan NM,Auto,Gas
Aloha Petroleum Eden WY,Auto,Gas
Alon Chester OK,Auto,Gas
American Gas East Peoria IL,Auto,Gas
Amoco Freeland WA,Auto,Gas
AM-PM Brasher Falls NY,Auto,Gas
Billups Leola PA,Auto,Gas
BP Zilwaukee MI,Auto,Gas
Buc-ee's Rogers ND,Auto,Gas
Byrne Dairy Copper Mountain CO,Auto,Gas
Carroll Motor Fuels Swan Valley ID,Auto,Gas
Casey's General Stores State Center IA,Auto,Gas
CEFCO Lower Santan Village AZ,Auto,Gas
CENEX Laurel VA,Auto,Gas
Certified Ignacio CO,Auto,Gas
Chevron Clifton TN,Auto,Gas
Chuckles Amery WI,Auto,Gas
Circle K Nassau Village-Ratliff FL,Auto,Gas
Citgo Windsor Heights WV,Auto,Gas
Clark Brands Tishomingo OK,Auto,Gas
Conoco Lexington Park MD,Auto,Gas
Costco (Kirkland brand gasoline) Conesus Lake NY,Auto,Gas
Crown Buchanan NY,Auto,Gas
Cumberland Farms Waukee IA,Auto,Gas
Delta Fuel Stations - Independently Branded Gas Stations St. Paul TX,Auto,Gas
Delta Sonic - Western New York Prescott MI,Auto,Gas
Exxon Orchard CO,Auto,Gas
Etna Northome MN,Auto,Gas
Family Express - Indiana San Ysidro NM,Auto,Gas
Fastrac - Upstate New York Bridgeview IL,Auto,Gas
Fastrip Bell Buckle TN,Auto,Gas
Frontier Hopkins SC,Auto,Gas
Flying J Huntleigh MO,Auto,Gas
Gant Verdunville WV,Auto,Gas
GasAmerica Calumet MI,Auto,Gas
"Gas City, Ltd. Diamond City AR",Auto,Gas
GasTrac Keystone CO,Auto,Gas
Getty Alamosa East CO,Auto,Gas
Gas Land Petroleum Frankfort OH,Auto,Gas
Go-Mart Creve Coeur IL,Auto,Gas
Gulf Lyons Switch OK,Auto,Gas
Hele Alton IA,Auto,Gas
High's Dairy Stores Tennille GA,Auto,Gas
Holiday Los Alamitos CA,Auto,Gas
Huck's Vandergrift PA,Auto,Gas
Irving Oil Garden City Park NY,Auto,Gas
Jacksons Food Stores Lawrence IN,Auto,Gas
King Soopers Liverpool NY,Auto,Gas
Krist Clyde Hill WA,Auto,Gas
Kroger brand gasoline Batesburg-Leesville SC,Auto,Gas
Kum & Go Cairo OH,Auto,Gas
Kwik Trip St. John MO,Auto,Gas
Kwik Fill Clinton PA,Auto,Gas
Lassus Handy Dandy Yardley PA,Auto,Gas
Liberty Prospect Heights IL,Auto,Gas
Love's Eatontown NJ,Auto,Gas
Luke Oil Salem KY,Auto,Gas
Lukoil Taylorsville NC,Auto,Gas
Mapco Express Watts OK,Auto,Gas
Marathon Oil Popponesset Island MA,Auto,Gas
Maverik Godfrey IL,Auto,Gas
McCoy Oil Kinsley KS,Auto,Gas
Meijer West New York NJ,Auto,Gas
Minit Mart Freeport CA,Auto,Gas
Mirabito Childersburg AL,Auto,Gas
Mobil Johnson NE,Auto,Gas
Murphy USA North Sea NY,Auto,Gas
OXXO Gas Bradford RI,Auto,Gas
Pemex Mills WY,Auto,Gas
Petro Canada Sinclair WY,Auto,Gas
Phillips 66 Belcher LA,Auto,Gas
Pilot Reedley CA,Auto,Gas
QuickChek Blue Mountain MS,Auto,Gas
QuikTrip Sabana Hoyos PR,Auto,Gas
RaceTrac/Raceway Jonesboro IN,Auto,Gas
Redner's Port Washington North NY,Auto,Gas
Road Ranger Cosby MO,Auto,Gas
Rotten Robbie Fremont CA,Auto,Gas
Royal Farms Christiansburg OH,Auto,Gas
Rutter's Farm Stores Crookston NE,Auto,Gas
7-Eleven brand gasoline Mountain Ranch CA,Auto,Gas
Sam's Club Port Royal SC,Auto,Gas
Safeway Kurtistown HI,Auto,Gas
Servco Stapleton AL,Auto,Gas
Sheetz Addison MI,Auto,Gas
Shell Cold Bay AK,Auto,Gas
Simonson Station Stores Superior WY,Auto,Gas
Sinclair Ovid MI,Auto,Gas
Speedway Blue Springs MS,Auto,Gas
Speedy Q Henderson NV,Auto,Gas
Spinx Ezel KY,Auto,Gas
Stewart's Shops New Whiteland IN,Auto,Gas
Sunoco Kaaawa HI,Auto,Gas
Tesoro Hillsboro Beach FL,Auto,Gas
Terrible Herbst Fisher Island FL,Auto,Gas
Texaco East Franklin NJ,Auto,Gas
Texas Born Morgan UT,Auto,Gas
Total Decorah IA,Auto,Gas
Travelcenters of America Kernville CA,Auto,Gas
Travelers Oil Carbondale PA,Auto,Gas
Valero Callensburg PA,Auto,Gas
Walmart brand gasoline Carney MI,Auto,Gas
Wawa Anderson IA,Auto,Gas
Weigel’s Stem NC,Auto,Gas
Tesla Supercharger Network Sharon Hill PA,Auto,Gas
ChargePoint Connellsville PA,Auto,Gas
EVgo Pinehurst MA,Auto,Gas
Electrify America Funk NE,Auto,Gas
Blink Charging Cubero NM,Auto,Gas
Greenlots Tuscarawas OH,Auto,Gas
SemaConnect Vega Baja PR,Auto,Gas
Volta Charging Lewis and Clark Village MO,Auto,Gas
FLO Midway GA,Auto,Gas
ABB Electrification Algodones NM,Auto,Gas
Aloha Petroleum Eldred IL,Auto,Gas
Alon Iron River MI,Auto,Gas
American Gas Hydetown PA,Auto,Gas
Amoco Metolius OR,Auto,Gas
AM-PM Catawissa PA,Auto,Gas
ARCO Isabel SD,Auto,Gas
Billups Havana FL,Auto,Gas
BP Alameda CA,Auto,Gas
Buc-ee's Hillcrest NY,Auto,Gas
Byrne Dairy Plainville IL,Auto,Gas
Carroll Motor Fuels St. Michaels MD,Auto,Gas
Casey's General Stores Citrus CA,Auto,Gas
CEFCO La Crosse KS,Auto,Gas
CENEX Bailey TX,Auto,Gas
Chevron Lewis CO,Auto,Gas
Chuckles Pulaski NY,Auto,Gas
Circle K Rauchtown PA,Auto,Gas
Citgo Leon OK,Auto,Gas
Clark Brands Oroville East CA,Auto,Gas
Conoco Swannanoa NC,Auto,Gas
Costco (Kirkland brand gasoline) Nicholls GA,Auto,Gas
Crown Seven Valleys PA,Auto,Gas
Delta Fuel Stations - Independently Branded Gas Stations Alexander AR,Auto,Gas
Delta Sonic - Western New York Riceville PA,Auto,Gas
Exxon Four Corners OR,Auto,Gas
Etna Vinton TX,Auto,Gas
Family Express - Indiana Adelphi MD,Auto,Gas
Fastrac - Upstate New York Fairport Harbor OH,Auto,Gas
Fastrip Hellertown PA,Auto,Gas
Frontier Crisfield MD,Auto,Gas
Flying J Brooks KY,Auto,Gas
Gant Taylor Landing TX,Auto,Gas
GasAmerica Lowell NC,Auto,Gas
"Gas City, Ltd. Village St. George LA",Auto,Gas
Getty Nashua IA,Auto,Gas
Gas Land Petroleum Riviera TX,Auto,Gas
Go-Mart Wynnedale IN,Auto,Gas
Gulf Geyserville CA,Auto,Gas
Hele Sunbury OH,Auto,Gas
High's Dairy Stores Anderson AK,Auto,Gas
Holiday Blairstown MO,Auto,Gas
Huck's Oak Hill MI,Auto,Gas
Irving Oil Indian Head MD,Auto,Gas
Jacksons Food Stores Martin KY,Auto,Gas
Kroger brand gasoline Las Cruces NM,Auto,Gas
Kum & Go Parrottsville TN,Auto,Gas
Kwik Trip Jupiter Inlet Colony FL,Auto,Gas
Kwik Fill Burnettsville IN,Auto,Gas
Lassus Handy Dandy Hays TX,Auto,Gas
Liberty Nunam Iqua AK,Auto,Gas
Love's Mallory WV,Auto,Gas
Luke Oil East Newark NJ,Auto,Gas
Lukoil Mohave Valley AZ,Auto,Gas
Mapco Express Lakeshore Gardens-Hidden Acres TX,Auto,Gas
Marathon Oil Oak Hills OR,Auto,Gas
Maverik Glen Park NY,Auto,Gas
McCoy Oil Chilton WI,Auto,Gas
Meijer Cumberland MD,Auto,Gas
Minit Mart Mackinaw City MI,Auto,Gas
Mirabito Butte Meadows CA,Auto,Gas
Mobil Topanga CA,Auto,Gas
Murphy USA Upper Stewartsville NJ,Auto,Gas
OXXO Gas Isle of Hope GA,Auto,Gas
Pemex Chamberlain SD,Auto,Gas
Petro Canada Fort Payne AL,Auto,Gas
Phillips 66 Edinburg ND,Auto,Gas
Pilot Loyalton CA,Auto,Gas
QuickChek West Park FL,Auto,Gas
QuikTrip Ten Broeck KY,Auto,Gas
RaceTrac/Raceway Norwood PA,Auto,Gas
Redner's Mount Carbon WV,Auto,Gas
Road Ranger Gering NE,Auto,Gas
Rotten Robbie Woodbury Heights NJ,Auto,Gas
Royal Farms Eldorado Springs CO,Auto,Gas
Rutter's Farm Stores Lutz FL,Auto,Gas
7-Eleven brand gasoline Bonnetsville NC,Auto,Gas
Sam's Club Colfax WI,Auto,Gas
Safeway Redby MN,Auto,Gas
Servco Oneonta AL,Auto,Gas
Sheetz Kensal ND,Auto,Gas
Shell Mount Vernon TX,Auto,Gas
Simonson Station Stores Stockton NJ,Auto,Gas
Sinclair Perrin TX,Auto,Gas
Speedway Advance NC,Auto,Gas
Speedy Q Arriba CO,Auto,Gas
Spinx Garber IA,Auto,Gas
Stewart's Shops Monongahela PA,Auto,Gas
Sunoco Pinehurst ID,Auto,Gas
Tesoro Black Eagle MT,Auto,Gas
Terrible Herbst Indian River Shores FL,Auto,Gas
Texaco Smyrna GA,Auto,Gas
Texas Born Iona FL,Auto,Gas
Thorntons Inc. Stafford OH,Auto,Gas
Total Doddsville MS,Auto,Gas
Travelcenters of America Silvana WA,Auto,Gas
Travelers Oil Marion Heights PA,Auto,Gas
Valero Port Allen LA,Auto,Gas
Walmart brand gasoline Jewett City CT,Auto,Gas
Wawa Fort Sumner NM,Auto,Gas
Weigel’s Verona KY,Auto,Gas
Tesla Supercharger Network Crawford CO,Auto,Gas
ChargePoint Rockville UT,Auto,Gas
EVgo G. L. GarcÃ­a PR,Auto,Gas
Electrify America Grand View WI,Auto,Gas
Blink Charging Canadian TX,Auto,Gas
Greenlots Jefferson TX,Auto,Gas
SemaConnect Bryantown MD,Auto,Gas
Volta Charging Pahokee FL,Auto,Gas
FLO Mound Station IL,Auto,Gas
ABB Electrification Franklinville NC,Auto,Gas
Aloha Petroleum Guy AR,Auto,Gas
Alon Gearhart OR,Auto,Gas
American Gas Rogersville TN,Auto,Gas
Amoco Moundridge KS,Auto,Gas
AM-PM Lacoochee FL,Auto,Gas
ARCO Vale SD,Auto,Gas
Billups Berryville TX,Auto,Gas
BP Mazomanie WI,Auto,Gas
Buc-ee's Healdsburg CA,Auto,Gas
Byrne Dairy Sedona AZ,Auto,Gas
Carroll Motor Fuels Salem Lakes WI,Auto,Gas
Casey's General Stores Travelers Rest SC,Auto,Gas
CEFCO Farmers Branch TX,Auto,Gas
CENEX Ridge NY,Auto,Gas
Certified Americus IN,Auto,Gas
Chevron Union Bridge MD,Auto,Gas
Chuckles Paris TN,Auto,Gas
Circle K Rising City NE,Auto,Gas
Citgo Blue Ridge Shores VA,Auto,Gas
Clark Brands Cohasset CA,Auto,Gas
Conoco Green Bluff WA,Auto,Gas
Costco (Kirkland brand gasoline) Caballo NM,Auto,Gas
Crown Buffalo KY,Auto,Gas
Cumberland Farms King William VA,Auto,Gas
Delta Fuel Stations - Independently Branded Gas Stations Conway MO,Auto,Gas
Delta Sonic - Western New York Sandy Oaks TX,Auto,Gas
Exxon Makakilo HI,Auto,Gas
Etna Miner MO,Auto,Gas
Fastrac - Upstate New York Justice IL,Auto,Gas
Frontier Skyline Acres OH,Auto,Gas
Flying J Gaston OR,Auto,Gas
Gant Villalba PR,Auto,Gas
GasAmerica Sturtevant WI,Auto,Gas
"Gas City, Ltd. Patterson OH",Auto,Gas
GasTrac Three Mile Bay NY,Auto,Gas
Getty Brownsville MN,Auto,Gas
Gas Land Petroleum Berkeley IL,Auto,Gas
Go-Mart Ponce de Leon FL,Auto,Gas
Gulf Pemberwick CT,Auto,Gas
Hele Edwardsville PA,Auto,Gas
High's Dairy Stores Malvern AR,Auto,Gas
Holiday Smithville TX,Auto,Gas
Huck's Colquitt GA,Auto,Gas
Irving Oil Sugarmill Woods FL,Auto,Gas
Jacksons Food Stores Cascade Valley WA,Auto,Gas
King Soopers Texanna OK,Auto,Gas
Krist Burlington OK,Auto,Gas
Kroger brand gasoline Evergreen MT,Auto,Gas
Kum & Go Indian Village IN,Auto,Gas
Kwik Trip Huxley IA,Auto,Gas
Kwik Fill Witmer PA,Auto,Gas
Lassus Handy Dandy Ainsworth NE,Auto,Gas
Liberty Burns OR,Auto,Gas
Love's Haddonfield NJ,Auto,Gas
Luke Oil Country Walk FL,Auto,Gas
Lukoil Napoleon IN,Auto,Gas
Mapco Express Grahamtown MD,Auto,Gas
Marathon Oil Kingsley KY,Auto,Gas
Maverik Fort Leonard Wood MO,Auto,Gas
McCoy Oil St. Martin OH,Auto,Gas
Meijer Avoca AR,Auto,Gas
Minit Mart Wyandotte MI,Auto,Gas
Mirabito Tipton CA,Auto,Gas
Mobil Jaconita NM,Auto,Gas
Murphy USA Edgewater CO,Auto,Gas
OXXO Gas Moriarty NM,Auto,Gas
Pemex Brookview MD,Auto,Gas
Petro Canada Rudd IA,Auto,Gas
Phillips 66 Massac KY,Auto,Gas
Pilot Jasper MN,Auto,Gas
QuickChek Cutler IL,Auto,Gas
QuikTrip Atlasburg PA,Auto,Gas
RaceTrac/Raceway Lyon Mountain NY,Auto,Gas
Redner's Gillette WY,Auto,Gas
Road Ranger Dresden KS,Auto,Gas
Rotten Robbie Glen Lyon PA,Auto,Gas
Royal Farms Hazleton IN,Auto,Gas
Rutter's Farm Stores Acworth GA,Auto,Gas
7-Eleven brand gasoline Dorneyville PA,Auto,Gas
Sam's Club De Soto IA,Auto,Gas
Safeway Red Cliff CO,Auto,Gas
Servco Stringtown OK,Auto,Gas
Sheetz Burkesville KY,Auto,Gas
Shell Arkport NY,Auto,Gas
Simonson Station Stores Bradley Beach NJ,Auto,Gas
Sinclair Island Walk FL,Auto,Gas
Speedway Middlesborough KY,Auto,Gas
Spinx Wisconsin Rapids WI,Auto,Gas
Stewart's Shops Labadieville LA,Auto,Gas
Sunoco Dwight Mission OK,Auto,Gas
Tesoro Culdesac ID,Auto,Gas
Terrible Herbst Downing MO,Auto,Gas
Texas Born Johnson Siding SD,Auto,Gas
Thorntons Inc. Foley MO,Auto,Gas
Total Shorewood WI,Auto,Gas
Travelcenters of America Blanco TX,Auto,Gas
Travelers Oil O'Donnell TX,Auto,Gas
Valero Juncal PR,Auto,Gas
Walmart brand gasoline Johnson AR,Auto,Gas
Wawa Redwood TX,Auto,Gas
Weigel’s Hillsdale KS,Auto,Gas
Tesla Supercharger Network Star Junction PA,Auto,Gas
ChargePoint Las Ochenta PR,Auto,Gas
EVgo Milford CT,Auto,Gas
Electrify America Rolling Fields KY,Auto,Gas
Blink Charging Sarles ND,Auto,Gas
Greenlots Kress TX,Auto,Gas
SemaConnect Orrville OH,Auto,Gas
Volta Charging Foley MN,Auto,Gas
FLO Piedra Aguza PR,Auto,Gas
ABB Electrification Maunawili HI,Auto,Gas
Aloha Petroleum Wenona IL,Auto,Gas
Alon Hallam PA,Auto,Gas
Amoco Juno Ridge FL,Auto,Gas
AM-PM Squirrel Mountain Valley CA,Auto,Gas
ARCO Cleburne TX,Auto,Gas
Billups Clearfield UT,Auto,Gas
BP Oak Ridge North TX,Auto,Gas
Buc-ee's Staplehurst NE,Auto,Gas
Byrne Dairy Eureka Mill SC,Auto,Gas
Carroll Motor Fuels Plain View NC,Auto,Gas
Casey's General Stores Harrah WA,Auto,Gas
CEFCO Mowbray Mountain TN,Auto,Gas
CENEX Mastic Beach NY,Auto,Gas
Certified Scraper OK,Auto,Gas
Chevron Paragould AR,Auto,Gas
Chuckles Cavetown MD,Auto,Gas
Circle K Lookout Mountain GA,Auto,Gas
Citgo East Brewton AL,Auto,Gas
Clark Brands Wooster OH,Auto,Gas
Conoco Jacob City FL,Auto,Gas
Costco (Kirkland brand gasoline) Tavernier FL,Auto,Gas
Crown Blackduck MN,Auto,Gas
Cumberland Farms Brooklyn IN,Auto,Gas
Delta Fuel Stations - Independently Branded Gas Stations Promised Land SC,Auto,Gas
Delta Sonic - Western New York Farr West UT,Auto,Gas
Exxon High Hill MO,Auto,Gas
Etna Central High OK,Auto,Gas
Family Express - Indiana Louisville AL,Auto,Gas
Fastrac - Upstate New York Beckley WV,Auto,Gas
Fastrip Denhoff ND,Auto,Gas
Frontier Kirkville IA,Auto,Gas
Flying J Palestine IL,Auto,Gas
Gant Socastee SC,Auto,Gas
GasAmerica Fallston PA,Auto,Gas
"Gas City, Ltd. Clinton KY",Auto,Gas
GasTrac Oretta LA,Auto,Gas
Getty Yorktown TX,Auto,Gas
Gas Land Petroleum Albers IL,Auto,Gas
Go-Mart Seba Dalkai AZ,Auto,Gas
Gulf Woodstock MN,Auto,Gas
High's Dairy Stores San Felipe Pueblo NM,Auto,Gas
Holiday Lakeland Shores MN,Auto,Gas
Huck's Southside Chesconessex VA,Auto,Gas
Irving Oil Versailles IL,Auto,Gas
Jacksons Food Stores Perkinsville VT,Auto,Gas
King Soopers Eastvale PA,Auto,Gas
Krist Green Valley IL,Auto,Gas
Kum & Go Williamstown PA,Auto,Gas
Kwik Trip Wainwright AK,Auto,Gas
Kwik Fill Hemlock Farms PA,Auto,Gas
Lassus Handy Dandy Windsor Place MO,Auto,Gas
Liberty Fall River KS,Auto,Gas
Love's Ames OK,Auto,Gas
Luke Oil Roslyn WA,Auto,Gas
Lukoil Tranquillity CA,Auto,Gas
Mapco Express Stansbury Park UT,Auto,Gas
Marathon Oil Yznaga TX,Auto,Gas
Maverik Wausau FL,Auto,Gas
McCoy Oil South Greensburg PA,Auto,Gas
Minit Mart Adamsville OH,Auto,Gas
Mirabito Troy MT,Auto,Gas
Mobil Kanarraville UT,Auto,Gas
OXXO Gas Coahoma MS,Auto,Gas
Pemex Piedra Gorda PR,Auto,Gas
Petro Canada Winfield IL,Auto,Gas
Phillips 66 Campo Verde TX,Auto,Gas
Pilot Fort Seneca OH,Auto,Gas
QuickChek Cross Roads TX,Auto,Gas
QuikTrip Boonville NC,Auto,Gas
RaceTrac/Raceway Asharoken NY,Auto,Gas
Redner's Turkey NC,Auto,Gas
Road Ranger Yuba WI,Auto,Gas
Rotten Robbie Black Creek WI,Auto,Gas
Royal Farms Wilmot AR,Auto,Gas
Rutter's Farm Stores Hometown PA,Auto,Gas
7-Eleven brand gasoline Prospect NC,Auto,Gas
Sam's Club Parker KS,Auto,Gas
Safeway Bicknell UT,Auto,Gas
Servco Sweetwater ID,Auto,Gas
Sheetz Potter NE,Auto,Gas
Shell Oceano CA,Auto,Gas
Simonson Station Stores Nitro WV,Auto,Gas
Sinclair Mount Auburn IN,Auto,Gas
Speedway Bendena KS,Auto,Gas
Speedy Q Pagosa Springs CO,Auto,Gas
Spinx Cook MN,Auto,Gas
Stewart's Shops Underwood-Petersville AL,Auto,Gas
Sunoco Woodburn KY,Auto,Gas
Tesoro Dumont MN,Auto,Gas
Terrible Herbst Falmouth PA,Auto,Gas
Texaco Midlothian TX,Auto,Gas
Texas Born Washburn MO,Auto,Gas
Thorntons Inc. Egeland ND,Auto,Gas
Total New Lenox IL,Auto,Gas
Travelcenters of America Callaghan VA,Auto,Gas
Travelers Oil Hogansville GA,Auto,Gas
Valero Prairie Home MO,Auto,Gas
Walmart brand gasoline Hunters Creek Village TX,Auto,Gas
Wawa Banner Elk NC,Auto,Gas
Weigel’s Manawa WI,Auto,Gas
Tesla Supercharger Network Centerville TX,Auto,Gas
ChargePoint South Corning NY,Auto,Gas
EVgo Waltham MN,Auto,Gas
Electrify America Centralia PA,Auto,Gas
Blink Charging Beech Mountain NC,Auto,Gas
Greenlots White Settlement TX,Auto,Gas
SemaConnect El Rancho Vela TX,Auto,Gas
Volta Charging Simms MT,Auto,Gas
FLO Buckeye Lake OH,Auto,Gas
ABB Electrification Bellfountain OR,Auto,Gas
Aloha Petroleum Los Altos CA,Auto,Gas
Alon South River NJ,Auto,Gas
American Gas Forest Hills NC,Auto,Gas
Amoco Summerside OH,Auto,Gas
AM-PM Anna Maria FL,Auto,Gas
ARCO Ellicott CO,Auto,Gas
Billups Watts Mills SC,Auto,Gas
BP Stinesville IN,Auto,Gas
Buc-ee's Hayden IN,Auto,Gas
Byrne Dairy Rose Valley PA,Auto,Gas
Carroll Motor Fuels Cactus Forest AZ,Auto,Gas
Casey's General Stores Salem MA,Auto,Gas
CEFCO Nortonville KS,Auto,Gas
CENEX North Grosvenor Dale CT,Auto,Gas
Certified Kirbyville MO,Auto,Gas
Chevron Mobile AL,Auto,Gas
Chuckles Bow Mar CO,Auto,Gas
Circle K Lake Lindsey FL,Auto,Gas
Clark Brands Palmyra NE,Auto,Gas
Costco (Kirkland brand gasoline) Paisley FL,Auto,Gas
Crown Solana Beach CA,Auto,Gas
Cumberland Farms Marlborough MO,Auto,Gas
Delta Fuel Stations - Independently Branded Gas Stations Reedsville PA,Auto,Gas
Delta Sonic - Western New York Dolan Springs AZ,Auto,Gas
Exxon Rockford ID,Auto,Gas
Etna Pontiac IL,Auto,Gas
Family Express - Indiana Mardela Springs MD,Auto,Gas
Fastrac - Upstate New York Stonewall TX,Auto,Gas
Fastrip Pettit OK,Auto,Gas
Frontier Bryant WA,Auto,Gas
Flying J Guthrie OK,Auto,Gas
Gant Wenonah IL,Auto,Gas
"Gas City, Ltd. Pymatuning North PA",Auto,Gas
GasTrac Portland ME,Auto,Gas
Getty Cape Royale TX,Auto,Gas
Gas Land Petroleum Beyerville AZ,Auto,Gas
Go-Mart Spencer ID,Auto,Gas
Gulf Manchester IA,Auto,Gas
Hele Jefferson LA,Auto,Gas
High's Dairy Stores Sanford TX,Auto,Gas
Holiday Lowes Island VA,Auto,Gas
Huck's Avilla IN,Auto,Gas
Irving Oil Nevada IA,Auto,Gas
King Soopers Anthonyville AR,Auto,Gas
Kroger brand gasoline Midway City CA,Auto,Gas
Kum & Go East Foothills CA,Auto,Gas
Kwik Fill Pomaria SC,Auto,Gas
Lassus Handy Dandy Brogden NC,Auto,Gas
Liberty Noblesville IN,Auto,Gas
Love's H. Rivera ColÃ³n PR,Auto,Gas
Luke Oil Catawba OH,Auto,Gas
Lukoil Harbor Hills OH,Auto,Gas
Mapco Express Pineville NC,Auto,Gas
Marathon Oil Kingsland GA,Auto,Gas
Maverik Spring Valley Lake CA,Auto,Gas
McCoy Oil Harvey Cedars NJ,Auto,Gas
Meijer Eastpointe MI,Auto,Gas
Minit Mart Paw Paw Lake MI,Auto,Gas
Mirabito Westmoreland KS,Auto,Gas
Mobil Alpine WY,Auto,Gas
Murphy USA Lowell KS,Auto,Gas
OXXO Gas Broken Arrow OK,Auto,Gas
Pemex Creston IL,Auto,Gas
Petro Canada Swisher IA,Auto,Gas
Phillips 66 Ninilchik AK,Auto,Gas
Pilot Madison Heights VA,Auto,Gas
QuickChek Bushnell FL,Auto,Gas
QuikTrip Bovey MN,Auto,Gas
RaceTrac/Raceway Cedro NM,Auto,Gas
Redner's Dixon WY,Auto,Gas
Rotten Robbie Kingsville TX,Auto,Gas
Royal Farms New Holstein WI,Auto,Gas
Rutter's Farm Stores Hometown WV,Auto,Gas
7-Eleven brand gasoline Belmont OH,Auto,Gas
Sam's Club Westside IA,Auto,Gas
Safeway Yorketown NJ,Auto,Gas
Servco Show Low AZ,Auto,Gas
Sheetz Lanesboro IA,Auto,Gas
Shell West Pittston PA,Auto,Gas
Simonson Station Stores Maplesville AL,Auto,Gas
Sinclair McComb MS,Auto,Gas
Speedway Grove City PA,Auto,Gas
Speedy Q Dubois ID,Auto,Gas
Spinx Summit Station PA,Auto,Gas
Stewart's Shops Sand Lake MI,Auto,Gas
Sunoco Trooper PA,Auto,Gas
Tesoro Vinita Park MO,Auto,Gas
Terrible Herbst Campbell NE,Auto,Gas
Texaco Minnesott Beach NC,Auto,Gas
Texas Born Niangua MO,Auto,Gas
Thorntons Inc. Johnson Village CO,Auto,Gas
Total Norridge IL,Auto,Gas
Travelcenters of America Pindall AR,Auto,Gas
Travelers Oil Port Colden NJ,Auto,Gas
Valero Velda City MO,Auto,Gas
Walmart brand gasoline Randolph AFB TX,Auto,Gas
Wawa Rote PA,Auto,Gas
Weigel’s Plainsboro Center NJ,Auto,Gas
Tesla Supercharger Network Lakeview CA,Auto,Gas
ChargePoint Dovray MN,Auto,Gas
EVgo Nelsonville NY,Auto,Gas
Blink Charging Village of Grosse Pointe Shores MI,Auto,Gas
Greenlots Mountain House CA,Auto,Gas
SemaConnect Naples Manor FL,Auto,Gas
Volta Charging Laingsburg MI,Auto,Gas
FLO Ogden Dunes IN,Auto,Gas
ABB Electrification River Road NC,Auto,Gas
Aloha Petroleum Russian Mission AK,Auto,Gas
Alon Parkdale MO,Auto,Gas
Amoco Clear Lake Shores TX,Auto,Gas
AM-PM Sunset Beach NC,Auto,Gas
ARCO McCool MS,Auto,Gas
Billups Grove OK,Auto,Gas
BP Fairview NY,Auto,Gas
Buc-ee's Beaver IA,Auto,Gas
Byrne Dairy Strang NE,Auto,Gas
Carroll Motor Fuels Minneapolis MN,Auto,Gas
Casey's General Stores Tecumseh MI,Auto,Gas
CEFCO Homer MN,Auto,Gas
CENEX Coupland TX,Auto,Gas
Certified Albrightsville PA,Auto,Gas
Chevron Kingston NM,Auto,Gas
Chuckles Harding-Birch Lakes AK,Auto,Gas
Circle K Pleasant Hill MO,Auto,Gas
Citgo Brandon SD,Auto,Gas
